locusId,sysName,desc,Time 0,No phage 16 hours,No phage 24 hours,No phage 36 hours,,,phyto11 MOI 10 16 hours,phyto11 MOI 10 24 hours,phyto11 MOI 10 36 hours,phyto11 MOI 1 16 hours,phyto11 MOI 1 24 hours,phyto11 MOI 1 36 hours,phyto11 MOI 0.1 16 hours,phyto11 MOI 0.1 24 hours,phyto11 MOI 0.1 36 hours,,phyto5 MOI 10 16 hours,phyto5 MOI 10 24 hours,phyto5 MOI 10 36 hours,phyto5 MOI 1 16 hours,phyto5 MOI 1 24 hours,phyto5 MOI 1 36 hours,phyto5 MOI 0.1 16 hours,phyto5 MOI 0.1 24 hours,phyto5 MOI 0.1 36 hours,,phyto7 MOI 10 16 hours,phyto7 MOI 10 24 hours,phyto7 MOI 10 36 hours,phyto7 MOI 1 16 hours,phyto7 MOI 1 24 hours,phyto7 MOI 1 36 hours,phyto7 MOI 0.1 16 hours,phyto7 MOI 0.1 24 hours,phyto7 MOI 0.1 36 hours,,phyto8 MOI 10 16 hours,phyto7 MOI 10 24 hours,phyto7 MOI 10 36 hours,phyto7 MOI 1 16 hours,phyto7 MOI 1 24 hours,phyto7 MOI 1 36 hours,phyto7 MOI 0.1 16 hours,phyto7 MOI 0.1 24 hours,phyto7 MOI 0.1 36 hours,,phyto9 MOI 10 16 hours,phyto9 MOI 10 24 hours,phyto9 MOI 10 36 hours,phyto9 MOI 1 16 hours,phyto9 MOI 1 24 hours,phyto9 MOI 1 36 hours,phyto9 MOI 0.1 16 hours,phyto9 MOI 0.1 24 hours,phyto9 MOI 0.1 36 hours,,Phyto1 MOI 10 16 hours,Phyto1 MOI 10 24 hours,Phyto1 MOI 10 36 hours,Phyto1 MOI 1 16 hours,Phyto1 MOI 1 24 hours,Phyto1 MOI 1 36 hours,Phyto1 MOI 0.1 16 hours,Phyto1 MOI 0.1 24 hours,Phyto1 MOI 0.1 36 hours,,Phyto2 MOI 10 16 hours,Phyto2 MOI 10 24 hours,Phyto2 MOI 10 36 hours,Phyto2 MOI 1 16 hours,Phyto2 MOI 1 24 hours,Phyto2 MOI 1 36 hours,Phyto2 MOI 0.1 16 hours,Phyto2 MOI 0.1 24 hours,Phyto2 MOI 0.1 36 hours,,Phyto3 MOI 10 16 hours,Phyto3 MOI 10 24 hours,Phyto3 MOI 10 36 hours,Phyto3 MOI 1 16 hours,Phyto3 MOI 1 24 hours,Phyto3 MOI 1 36 hours,Phyto3 MOI 0.1 16 hours,Phyto3 MOI 0.1 24 hours,Phyto3 MOI 0.1 36 hours,,phyto10 MOI 10 16 hours,phyto10 MOI 10 24 hours,phyto10 MOI 10 36 hours,phyto10 MOI 1 16 hours,phyto10 MOI 1 24 hours,phyto10 MOI 1 36 hours,phyto10 MOI 0.1 16 hours,phyto10 MOI 0.1 24 hours,phyto10 MOI 0.1 36 hours,,Phyto4 MOI 10 16 hours,Phyto4 MOI 10 24 hours,Phyto4 MOI 10 36 hours,Phyto4 MOI 1 16 hours,Phyto4 MOI 1 24 hours,Phyto4 MOI 1 36 hours,Phyto4 MOI 0.1 16 hours,Phyto4 MOI 0.1 24 hours,Phyto4 MOI 0.1 36 hours,,Phyto6 MOI 10 16 hours,Phyto6 MOI 10 24 hours,Phyto6 MOI 10 36 hours,Phyto6 MOI 1 16 hours,Phyto6 MOI 1 24 hours,Phyto6 MOI 1 36 hours,Phyto6 MOI 0.1 16 hours,Phyto6 MOI 0.1 24 hours,Phyto6 MOI 0.1 36 hours
BPHYT_RS12465,BPHYT_RS12465,inositol monophosphatase,0.031332594,0.642969502,0.976736874,0.822629928,,,1.325359986,0.24811433,-0.632398202,0.640830372,1.052624218,0.906772122,0.306551834,1.254701641,0.429235083,,1.865900629,1.040338774,0.760516362,1.088512743,1.558907943,1.356812771,1.123495868,1.394931233,-0.219511333,,0.878275935,0.66055496,0.535624619,1.419018863,0.529916773,0.929813355,-0.215118961,1.766390171,-0.103705941,,1.334762184,1.176709629,0.935370326,2.304456805,2.019490565,0.790216743,1.415702276,1.181856991,0.182912015,,0.652075683,0.822337949,1.117785633,-0.398264973,0.714175469,0.81301847,-0.013282813,0.84624768,1.003995121,,2.443112681,0.321723237,0.389388236,0.229095354,0.833856142,1.092187453,-0.344291814,1.212042428,1.121778608,,4.849337318,3.943738926,4.377459344,2.98799375,2.136935767,1.65245931,1.641776059,1.142607187,1.260451708,,2.2653289,2.932761718,3.082299823,3.891724947,1.168277788,1.639955111,0.504678226,1.188522959,0.955200284,,0.106688078,-2.108877515,-1.552766572,-1.116734603,0.197954586,-0.03433589,-0.180721833,0.759981018,0.858873436,,0.798447498,-0.604753294,0.030092821,-0.163754561,0.401393301,0.193572655,-0.322952214,0.817076994,0.83610344,,-1.231453657,0.0052137,0.150121123,-1.402662368,0.813356546,-0.220987561,-0.486606456,1.184983321,1.232548426
BPHYT_RS12845,BPHYT_RS12845,ATPase,-0.014510422,0.763271739,1.783968638,1.678007361,,,2.193269874,2.697405732,2.648707447,0.955524929,2.128479705,1.900670103,0.58492038,1.988689067,1.597625274,,0.166762135,0.921207132,1.210187698,0.343423548,0.992274891,1.594952201,0.660197066,1.40086079,1.214426856,,1.642565702,2.503396662,3.139413786,1.57351553,2.4409475,2.38144991,0.695343482,1.600117576,1.345506888,,1.978356543,2.527927207,2.353849961,2.003405057,2.032161438,1.740970325,1.260999647,1.785502857,1.631922152,,0.66251478,2.586160754,2.795323468,0.277171137,2.176562958,1.797068582,0.649739248,2.00932726,1.620262328,,2.504758103,1.959226622,1.847142008,0.965338509,1.826253909,1.830135662,0.671135999,1.814932915,1.807675665,,1.260459586,1.756032579,3.357134628,0.7493713,1.868180732,2.434275713,0.442977744,1.859039829,1.795587377,,-0.50530666,3.420484002,4.454254736,2.466990606,2.353489157,2.583911974,1.06250914,1.942514834,1.911368115,,1.024270594,1.774945607,1.964397653,1.102289671,1.93338611,1.985964329,0.654046153,1.992801826,2.018720619,,-0.548355442,1.277634589,1.35821128,-0.013406596,1.839802106,2.048098814,0.478739702,2.020606815,1.853314032,,-0.51282826,2.007173274,2.49231709,-0.186455127,2.171660993,2.082174502,0.179690915,2.024435017,1.814382857
BPHYT_RS14140,BPHYT_RS14140,phosphate transporter permease subunit PstC,0.016552527,1.263135813,2.280533371,2.795637293,,,2.863791861,3.021315278,3.770093373,1.644422581,2.563795918,3.072710155,1.425674656,2.401879817,2.729336822,,1.155274645,1.87711786,2.914376272,0.850550124,1.656509512,3.313376926,1.293293749,1.963686973,3.016239201,,1.759359577,2.424993961,3.776293195,1.690118414,2.877746098,3.505333096,1.291407645,1.779198764,2.374768728,,1.654356356,2.592013876,3.15780337,2.148501883,2.188693681,2.6687595,1.713657899,2.402157225,3.081914078,,1.542669708,2.199612446,3.535423688,1.148552335,2.496211411,2.561906785,1.731364397,2.55276903,2.797106617,,2.582401818,2.586948731,2.834670376,1.345198938,2.415877732,3.063233609,0.975081228,2.363327846,2.816508074,,1.427654519,1.21494544,3.019042766,-0.312591207,1.645927983,2.249628698,-0.090390607,2.198223319,2.624969199,,0.271258534,1.867820234,3.921451143,1.494052174,2.466761145,3.467772791,0.779235822,2.387664594,2.978645231,,2.649655514,2.628119954,3.12985352,2.540757786,2.540776901,2.859370876,1.379428432,2.712348537,3.127980802,,1.31648846,2.752324843,3.708803228,1.556566592,3.012278212,3.772339251,1.404644037,2.858907408,3.193211357,,-0.560532224,3.238167011,4.53796445,1.130935091,3.052338771,3.499773932,1.525879295,2.712125162,2.860253363
BPHYT_RS15130,BPHYT_RS15130,3-oxoacyl-ACP synthase,-0.003534671,0.063048165,-0.076098194,-0.081082512,,,0.086077434,0.069524738,-0.189474014,-0.061182517,-0.380368854,-0.115509595,-0.125232535,-0.258665631,0.03265467,,-0.149788705,0.026632493,-0.380833245,-0.006687188,-0.1046724,-0.04629072,0.004118773,-0.164824336,-0.158501096,,-0.212589158,-0.031795495,-0.205224821,0.139002839,0.046699545,-0.413968648,-0.028368042,0.061175448,-0.22340436,,-0.33827112,0.154415074,-0.212357535,-0.282877171,0.003229851,-0.254985766,0.041887788,0.043182771,-0.124543729,,-0.149292102,-0.138185228,-0.338979559,0.029808309,0.018532512,-0.147298751,-0.40463834,-0.116266785,-0.094211536,,0.16665017,0.039675734,0.116641817,0.109634422,0.040510256,0.131463627,-0.049343371,-0.071431656,-0.106218899,,-0.163081686,-0.122725119,0.13140861,-0.005958661,-0.166950381,-0.0035718,0.106935198,-0.131267509,-0.059209558,,-0.246797309,-0.046032612,-0.210509534,0.032721296,0.018720893,-0.015777855,-0.023907737,-0.012393712,-0.005921625,,3.258460634,0.509019684,1.073881273,1.112320452,0.005739491,-0.017608899,0.147513014,-0.203497965,-0.132343688,,2.987240407,2.23278774,2.716926049,1.160459711,0.610016126,0.830490762,0.178208681,0.057131928,0.145664293,,4.78123555,1.746341999,2.788250725,2.926477208,0.209888085,0.711303917,1.095858115,-0.09492543,-0.020773429
BPHYT_RS15135,BPHYT_RS15135,3-ketoacyl-ACP reductase,0.016352121,-0.094209151,0.245770592,0.009136247,,,0.197762672,-0.025905379,-0.01349801,0.254987559,0.310724382,-0.121338586,-0.327704063,0.34837487,0.177693629,,0.146393117,0.054057693,-0.170256778,-0.219530375,0.581510257,0.535511602,-0.188005016,-0.167033133,-0.27688727,,0.511227102,0.246865739,-0.015048264,-0.179413415,0.712611128,0.302301113,0.039419552,0.288997394,0.244859531,,-0.225197425,-0.003057013,0.236160933,0.205219885,0.315522449,0.344441749,-0.05094377,0.10528398,-0.078270629,,0.192565605,0.602701873,-0.253955449,-0.149148824,0.117645118,0.021874669,-0.029257026,0.513332516,0.062438656,,0.202045753,0.197120839,0.174755327,0.282246776,-0.122309467,0.337747154,0.159781626,-0.045369276,0.281615843,,-0.304203335,-0.576536382,-0.169125241,0.196842164,0.208430873,0.184569469,0.090582052,0.163545036,0.330622009,,-0.622166875,0.077704329,0.46720939,-0.227775448,0.515150127,0.451371519,-0.227138186,0.296892004,0.487113239,,3.68713988,0.883749697,0.96168714,1.621163101,0.177891073,0.515607665,0.650998404,0.239758611,0.115403393,,3.349809476,2.667654774,3.061214293,1.305036486,0.89585808,1.102269411,0.274176324,0.441468639,0.109953101,,5.261758495,1.974863032,2.851678216,3.137597805,0.801190404,0.609197561,0.730755624,0.300375352,0.420179415
BPHYT_RS15140,BPHYT_RS15140,beta-hydroxyacyl-ACP dehydratase,0.0163399,-0.243802754,-0.351949896,-0.250505465,,,-0.115154785,-0.788924895,-0.349285012,0.103094365,-0.355504795,-0.23102942,0.297536643,-0.581120823,-0.311522032,,0.090920687,-0.870860405,-0.248638165,-0.959186327,-0.754187943,-0.002919929,-0.386377008,-0.92262658,0.035269062,,0.302344267,0.091785034,-0.531942705,-0.046901504,-0.501760116,-0.537159705,-0.049622004,-0.218605446,-0.221411577,,0.583996496,-0.00402408,0.161548199,-0.227112666,-0.460648099,-0.399794897,-0.744570092,-0.298919277,-0.088407037,,0.436600136,-0.595322727,-0.478623875,0.370019896,-0.154449231,-0.384583733,0.320414034,-0.156790631,-0.114882487,,-0.603114918,-0.136555634,-0.062132663,-0.453396988,-0.047437693,0.078122617,-0.611732271,0.075703711,-0.18970244,,0.360402835,-0.313907311,-0.16219238,-0.344682141,0.054564002,-0.27340923,-0.360616195,-0.171598149,-0.407408048,,-0.275228883,-0.412942657,-0.298342882,-0.169734315,-0.513504042,-0.52730962,-0.171684004,-0.03077554,-0.046779457,,3.792566895,0.355279448,0.968707146,1.461027117,-0.051865556,-0.204117368,0.872881111,-0.127937217,0.068244001,,3.476854763,2.089889893,2.408794619,1.423215762,0.204037444,0.454273852,0.540807367,-0.259126213,-0.126674958,,5.127681729,1.618270034,2.591668233,3.351334941,0.118302403,0.326041614,0.859157979,-0.308108829,-0.223466002
BPHYT_RS15145,BPHYT_RS15145,3-oxoacyl-ACP synthase,-0.007275948,-0.14774191,0.087899651,0.537810095,,,-0.431663739,-0.265249693,0.534366846,-0.020541741,-0.172121851,0.434885931,0.088278338,0.059383495,0.106205585,,-0.16403417,-0.293630841,0.669342302,-0.59014686,-0.353561323,0.176333962,0.248311174,-0.472666159,0.543052734,,0.119270471,-0.404019155,0.563895507,-0.033538785,0.475788484,-0.064640438,0.23634157,-0.242589393,-0.06541294,,-0.25341315,-0.492579228,0.235855518,-0.028820954,-0.021346945,0.325403103,-0.729038841,-0.379523749,0.47876092,,0.616057903,-0.667028497,-0.093264592,0.300839636,0.07513074,0.117509948,-0.017105917,-0.431682275,0.185861639,,0.355892605,0.459963332,0.34012144,0.143753619,-0.186735798,0.541749283,0.335722209,-0.346343576,0.054416886,,0.766861484,0.49931664,0.588313897,-0.145818168,-0.14404739,0.096937656,0.374947894,-0.265054507,0.094754114,,-0.284079439,0.439473164,0.280629532,0.844300919,0.812314663,-0.146858541,-0.034132576,-0.253559352,-0.146952591,,3.883715154,0.593430778,1.717080459,1.768340324,0.237882959,0.700807109,0.02726949,-0.187622708,0.560033009,,3.587748807,3.117103488,3.247439171,1.659040588,1.062067552,1.021532561,0.233712666,0.148190881,-0.043337912,,5.528136325,2.096761759,3.454316424,3.515661137,0.273995021,0.77813695,1.291166187,-0.22784058,0.130654958
BPHYT_RS15150,BPHYT_RS15150,membrane protein,-0.014769788,-0.036934784,-0.097910965,-0.084335746,,,-0.309679126,-0.181004756,0.093704583,-0.190133298,0.090868066,-0.069770363,-0.204888508,0.074559587,0.05509952,,-0.119761014,-0.334221067,-0.221618167,-0.088768396,-0.51124136,-0.222353071,-0.352216,-0.020463782,0.078756052,,0.186105123,0.11489927,-0.376297531,0.007973999,0.126215203,-0.108452316,-0.113166138,0.018777692,-0.004663738,,-0.242653663,-0.236930283,-0.352801764,0.084055325,0.099691156,-0.007434692,0.055679561,-0.356785473,-0.110742675,,0.048915474,-0.06375973,-0.215972842,0.258896867,0.135166114,-0.171614444,-0.033293686,-0.073466564,-0.152286983,,0.24863377,-0.030510074,-0.202462861,0.404719745,0.066187796,-0.044889741,0.235335042,-0.095581456,0.010116726,,0.086656856,0.012360781,0.064097454,0.056937063,0.043981812,-0.171216712,0.059641474,-0.237800587,0.004278961,,-0.118496729,0.130717042,-0.177498588,0.355024168,-0.033706163,0.02764828,0.347607417,-0.023815495,0.067518056,,3.269551031,0.640408979,0.928262608,1.331949994,0.074500919,0.162594166,0.290522667,-0.127413076,-0.063691052,,2.978838894,2.348916965,2.700767022,1.301012266,0.54020375,0.718697258,0.085855259,0.148082982,-0.047956975,,4.367501903,1.721241292,2.64131568,2.980942084,0.46955463,0.639098032,1.176718912,-0.013329831,0.055444128
BPHYT_RS15155,BPHYT_RS15155,hypothetical protein,0.017329079,0.05507517,-0.028572054,0.046091681,,,0.512621072,-0.122038113,0.101473313,0.40419491,-0.215730663,0.032419487,-0.434607866,-0.525558144,-0.178639106,,-0.234943825,-0.86434007,0.374220506,-0.309444467,-0.826198532,-0.016954577,0.122880978,0.414326467,-0.299987279,,-0.354765427,-0.593876027,0.304779725,-0.256929008,-0.41956012,-0.250452837,0.434823334,-0.10087547,0.181872632,,0.071094493,-0.299465706,0.028905251,-0.275308183,-0.267240468,0.101547399,-0.332603212,-0.435140796,-0.278154032,,0.130808017,-0.115653134,0.044257736,0.724878545,-0.013856366,0.292544011,0.073814954,-0.154844239,-0.03968648,,-0.934971356,-0.080657149,-0.012188283,-0.039653908,-0.230233356,-0.011223564,-0.346110829,0.398081592,-0.154892038,,-0.217263527,-0.394377462,-0.096692896,-0.363180692,-0.257543904,-0.004225392,-0.149872847,0.270973691,0.109750174,,0.107668007,-0.032523403,0.170238573,0.333197923,0.047485702,-0.145998222,-0.332357512,0.058729264,-0.240302974,,3.194196393,0.821892487,0.957539105,1.466625738,-0.024040186,0.144863788,0.389698317,-0.022505829,0.140765418,,2.940347275,2.543416969,2.830589695,1.264644597,0.800177878,0.729404278,0.308152696,0.1815621,-0.144495451,,4.449399662,1.943709941,2.867233602,3.115032538,0.577334551,0.884810881,1.459299062,-0.039112776,0.039882834
BPHYT_RS15160,BPHYT_RS15160,hypothetical protein,0.016085981,-0.063423549,0.050695701,-0.004360399,,,-0.422747291,-0.180950548,-0.126169909,0.235719761,-0.022386495,0.049458109,0.042519726,-0.055512795,0.365525556,,0.344150481,-0.104436998,0.076402105,-0.310875565,-0.107714694,0.330685945,-0.129695426,0.179529299,0.505197676,,-0.833805055,-0.1936121,-0.159872695,-0.061008877,0.157212167,0.212640557,-0.318962696,0.060353187,0.143602093,,0.038727582,0.254779995,-0.103077006,0.088869288,0.167761112,-0.116378236,0.137273953,-0.097667082,-0.336905275,,0.175135439,0.057427307,-0.347450436,0.407890958,-0.286806287,0.288494724,0.127377285,0.036324101,-0.397300523,,0.012841147,0.067476922,0.177061928,0.167889415,0.214739823,0.218352871,0.292793024,-0.004077777,-0.019636305,,0.160697218,-0.695927207,0.03339962,-0.123608417,-0.071568435,0.226931525,0.11827708,0.074757724,-0.013447272,,-0.246016735,0.335795964,-0.109099331,0.129668805,0.105557893,0.182456657,-0.040518424,0.256904216,0.096515796,,3.746290624,0.718825574,1.283215833,1.717550825,0.137762384,0.163851973,0.539918198,0.182587903,-0.070190191,,3.324779864,2.632267944,2.872722575,1.37409728,0.47946982,0.928991517,0.08978711,0.380199233,0.202869618,,5.411867613,1.736097547,2.570588809,3.028728942,0.546308324,0.932283465,1.404488801,0.142241482,0.062329163
BPHYT_RS15165,BPHYT_RS15165,histidine ammonia-lyase,0.003602614,-0.268073329,-0.249679975,-0.566612539,,,-1.044032386,-0.440271007,-0.999064744,-0.08892157,-0.201310404,0.016751769,-0.085699451,-0.006795309,-0.469885314,,0.303374713,-0.016742696,-0.287522311,0.353741833,-0.359766441,0.121485374,-0.101835651,0.405772905,-0.266812109,,0.253819007,0.15995302,-0.323410554,-1.528335916,-0.004463942,-0.91588475,0.049462208,0.157174877,-0.148315034,,0.30509407,-0.700298566,-0.941890015,-0.596540881,-0.212524709,-0.375709481,0.024745564,-0.232536944,-0.662819483,,0.26964903,-0.511582714,-1.042645243,-0.374810744,-0.098269092,-0.514665648,-0.273362429,-0.658110215,-0.541792149,,-0.007318849,-0.390177145,-0.3733515,-0.089676001,-0.638750535,-0.367512535,-0.155059093,-0.674284379,-0.835955817,,0.178485524,-0.453700386,-0.027378029,-0.132639143,-0.886458407,-0.201955461,-0.141193353,-0.510093789,-0.949244988,,0.764752126,-0.445449889,-1.240947992,0.400553207,-0.998856096,-0.438314764,-0.033590837,-0.775862039,-0.229685182,,3.032675625,0.157712006,0.813896059,0.568401295,-0.668240039,0.19482446,0.158438043,-0.374876807,-0.598504384,,2.783626672,1.90348141,2.265416997,0.967768411,0.229555479,0.328339047,0.353981085,-0.687262984,-0.745029675,,4.491039084,1.281573648,2.272853953,2.817230052,-0.22484815,0.309284502,0.870879488,-0.6491534,-0.30256484
BPHYT_RS15170,BPHYT_RS15170,family 2 glycosyl transferase,-0.000739342,0.091152587,-0.071919651,0.103363013,,,-0.277407366,0.132592029,-0.244664614,0.058555494,-0.054838318,0.197529181,-0.349183937,-0.223317491,0.209851622,,-0.024084162,-0.238812704,-0.235430735,-0.800050316,-0.160222545,0.377001405,0.132693649,-0.067744109,0.299142126,,-0.154168154,-0.127775373,0.212593174,-0.186068165,0.279381063,-0.219494565,0.05172195,0.196173151,-0.112441022,,0.212626751,-0.308676663,0.078676619,-0.260383533,-0.047865746,0.075862105,0.317299513,0.073608978,-0.109733406,,0.126368799,-0.125686596,-0.341456153,-0.028779541,-0.174318966,0.35662328,0.194291808,-0.056821424,-0.039787015,,-0.340972186,-0.005880575,-0.325749603,0.083421097,-0.169390657,0.020853861,-0.066935204,-0.230712535,0.0815981,,-0.204343248,0.008535372,0.391436245,-0.018322729,-0.119248722,0.347600634,0.19807692,0.098006208,0.214263707,,-0.359526556,-0.33608509,0.636863835,-0.291617835,-0.042551765,0.157873777,-0.116390513,0.121056452,0.099932138,,3.254066032,0.830008231,1.040886873,1.486352817,0.228472883,0.240548199,0.452038625,0.130662561,0.259226166,,2.967947809,2.356543655,2.977979663,1.353361455,0.503919969,0.951761054,0.522120576,-0.109629721,0.496450379,,4.758715748,1.596542827,3.112097418,3.003622648,0.553701884,0.929065376,1.471747556,0.018790905,0.521773188
BPHYT_RS15175,BPHYT_RS15175,AMP-dependent synthetase,-0.016461948,-0.018179581,0.053369748,0.021224178,,,-0.402893735,-0.005804768,0.159716829,-0.202438708,-0.173770548,0.164172688,-0.2718508,-0.018753333,0.06530839,,-0.11060847,-0.041290374,0.289065829,-0.311922185,-0.208025042,0.113442811,-0.097093023,-0.271766557,0.054788949,,-0.488131917,-0.026814389,-0.0883881,-0.095467789,-0.265631926,-0.050743814,-0.081502635,-0.029612966,0.116688957,,-0.132549467,-0.162020255,-0.014165266,-0.088640773,0.091512534,-0.045452899,0.170651735,-0.017291524,-0.171678078,,-0.039508771,-0.314525294,0.0106231,-0.210699808,0.094197653,-0.042138275,-0.142988106,0.015206298,0.013609694,,0.08544639,0.121478331,0.026092172,0.406547973,0.003665553,-0.036030251,0.003931037,-0.055773877,0.070440572,,0.051433407,-0.002550256,0.018368621,0.294610636,0.049157447,0.153201572,-0.002326667,0.252459129,0.023956525,,-0.321471194,0.070790409,0.168933612,0.275009848,0.143089696,0.217505063,0.198185593,0.207198665,0.155717597,,3.296245022,0.812053323,1.332220902,1.16463145,0.075432915,0.279938315,0.069569191,-0.097564316,0.04076247,,2.924282841,2.613067207,3.067359197,1.004249218,0.592716008,0.918789105,-0.119657317,0.113672946,0.003740105,,4.779702655,1.876856152,3.080469866,3.045533,0.401998265,0.869247106,0.865497427,0.134765228,0.114517093
BPHYT_RS15190,BPHYT_RS15190,acyl carrier protein,-0.097945409,-0.122662241,-0.406985248,0.209852582,,,0.511699658,0.096024179,1.24501743,-0.937145245,-0.204818222,0.240781301,1.355106451,0.357117854,0.192370704,,1.178890858,0.475605287,0.417597421,0.947652197,-0.671819705,0.948228454,0.817960406,-0.819703389,0.907679801,,-0.80449041,0.666578901,-0.340559565,-0.317907935,-0.322372023,0.201654871,-1.15538949,-0.383090968,0.247766789,,1.40867882,0.332850823,0.287551165,0.62504238,-1.172553442,0.430618843,1.373734886,0.149070057,0.678839443,,1.640895678,0.301585048,1.376562323,1.568357547,0.043312391,-0.031141517,0.186372334,-0.568472288,0.441933966,,-0.586724458,0.464312312,0.442821851,0.196460471,0.096298659,0.368193418,-0.336383603,0.074732221,0.229556368,,-0.570507218,-0.773602636,0.159347151,0.119001696,0.709557569,0.229950812,0.053448046,0.060018522,0.270180172,,0.008055394,-0.539647752,1.650164156,-0.441737115,-0.129130516,0.5810341,0.276646545,-0.234313695,0.962678609,,3.606096984,0.653878951,2.010565542,2.101459513,0.084957549,0.741807159,0.500999756,0.599635908,0.780702156,,3.850766662,3.09590051,3.324418347,1.268296346,-0.025298835,1.257706144,-0.143837972,0.311211897,-0.024506439,,4.668783243,1.74095269,2.357546083,3.233341455,0.238821416,0.753893232,-0.810474447,0.422503088,-0.207318595
BPHYT_RS15195,BPHYT_RS15195,glycerol acyltransferase,0.017519755,-0.14544469,0.016717505,0.045962844,,,-0.320253956,-0.121214541,-0.344774386,-0.069574137,-0.115478912,0.115067835,-0.20811017,-0.012091853,0.058602964,,-0.477827373,0.054754128,-0.151194149,-0.416141212,-0.039711191,0.040697363,-0.032155307,0.183866318,-0.137508398,,0.478658632,-0.261368253,-0.171563059,-0.291128867,0.09036844,0.125965559,0.000396043,0.070674733,0.064021898,,-0.177109542,-0.055238095,0.003029564,-0.199718733,0.047320623,0.037989188,-0.079129047,0.055347061,0.178118283,,-0.262004017,-0.149659855,-0.285765497,-0.021614059,-0.261862081,0.023092949,-0.042637411,0.115501785,0.051860073,,-0.155917621,-0.240821879,-0.06327058,0.097233271,0.036844563,0.063059277,-0.084591829,0.011736638,-0.111877431,,-0.123690059,0.073510886,0.124013717,0.186169949,0.084130265,0.139357703,-0.060828303,0.135998174,0.44631543,,-0.120101281,0.295203346,-0.012018942,0.167986857,0.299963952,0.134190001,0.163932631,0.132206445,0.067640851,,3.467386236,0.50209958,1.220574345,1.227357192,0.056162609,0.183026656,0.0877724,-0.003507294,-0.026027944,,2.999010274,2.449995824,2.96578569,1.482266325,0.649777577,0.886770164,0.309134727,0.029149311,0.11796765,,4.959284634,1.904385873,2.970269488,3.171327476,0.486260491,0.781170034,0.960357873,0.013852668,0.101818669
BPHYT_RS15200,BPHYT_RS15200,hypothetical protein,0.022708819,0.102644456,0.119999287,0.070577382,,,0.244551886,0.262618082,0.239748552,0.126076058,0.085480929,-0.017408112,0.820930972,0.124997769,0.2762124,,-0.128859328,0.27006203,0.286940348,0.048336212,0.163790814,0.189718411,-0.264127436,-0.248566985,0.034946217,,0.198005625,-0.022519877,0.562529769,0.072013034,0.058784378,0.429832886,0.716718024,0.178647823,-0.035736229,,0.02540663,0.300580918,-0.072401662,0.232589873,-0.132592565,0.021878135,-0.15599403,0.225418453,-0.0472744,,0.51237904,0.253637114,0.02995086,0.584050327,-0.027529306,0.158112078,0.397193902,0.187094703,-0.038950063,,0.369922516,0.336207091,0.125384816,0.275859497,0.258880163,0.347681484,0.317624185,0.227748467,0.088183475,,0.261548544,-0.189194139,0.40342148,0.038148187,0.19678063,0.508695973,0.19411053,-0.048837822,0.134416677,,-0.268509423,-0.030974604,0.346020983,0.684092674,0.225180857,-0.062574,0.233967257,0.263191466,0.284121059,,4.075526282,0.881453928,1.074659242,1.667840862,0.194156895,0.375606159,0.646034003,0.261675033,0.100154862,,4.086708186,2.628742939,3.111831445,1.949199427,0.693406328,0.822923371,0.507191111,0.097564846,0.569739947,,5.541335046,2.345358937,3.047914209,3.64201738,0.737600792,1.086674194,1.67358543,0.445345702,0.261845486
BPHYT_RS16590,BPHYT_RS16590,Fis family transcriptional regulator,-0.011450319,-0.157650418,0.221401388,0.233230092,,,-0.304352571,0.281609676,-0.078502145,-0.042446582,0.334689451,0.094207722,-0.158949485,0.276924962,0.046159103,,1.842555731,2.081890023,2.295672083,2.575582892,2.45255472,3.014719101,2.502305054,2.241177829,3.785485398,,1.787930141,1.806838258,2.271844156,0.575717368,0.632637304,0.525126444,0.472815956,0.241105917,0.195060526,,2.078947822,0.686252043,0.876837496,1.093567488,0.350442648,0.426438294,-0.133431137,0.326256867,0.161754171,,-0.134510401,1.295418596,1.448240541,-0.092489557,0.468866407,0.181428129,-0.134854131,0.249437592,0.272443821,,0.042917592,0.072992768,0.199129901,-0.201505584,0.142539286,0.325026301,-0.247780048,0.358506285,0.209884203,,-0.265304766,0.497622425,0.72260576,0.082618184,0.217346569,0.548322271,-0.168149905,0.177268416,0.190491911,,0.288104724,-0.019508676,0.303967445,0.522902105,0.115487623,0.290957721,0.024389019,0.265182953,0.143863435,,0.272034718,0.191020486,0.261168207,0.277167341,0.220122884,0.333899267,-0.539353493,0.383211944,-0.066235936,,0.795734513,0.264006886,0.815247627,0.650024494,0.532605137,0.432101376,-0.081749933,0.342166367,0.498717968,,1.319734234,0.497184026,0.872938034,0.662809229,0.528138155,0.387080945,0.125589067,0.224500581,0.007701715
